description,code
"A responsive h2 with a grid layout using template 'repeat(2, 1fr)', containing items with medium text and :hover { transform: scale(1.1); }.","<textarea style='display: grid; grid-template-columns: 100px 1fr; gap: 10px; :hover { transform: scale(1.1); }'><li style='color: purple; border: 1px groove white;'>Enter Your Name</li><li style='color: cyan; border: 1px dotted black;'>Submit</li><li style='color: purple; border: 1px dashed blue;'>Search</li><li style='color: yellow; border: 1px groove green;'>Contact Us</li><li style='color: cyan; border: 1px dashed pink;'>Click Me</li></textarea> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } }"
"A div containing a list of options with green text, each inside a dotted box, with 4px 4px 10px rgba(0, 0, 0, 0.5), spin, and @media (min-width: 1200px) { font-size: 18px; }.","<select><ul style='box-shadow: none; animation: fade-in 1.5s;'><li style='color: blue; border: 1px double green;'>Hello World</li><li style='color: yellow; border: 1px double gray;'>Sign Up</li><li style='color: white; border: 1px ridge cyan;'>Contact Us</li><li style='color: orange; border: 1px groove white;'>Hello World</li><li style='color: red; border: 1px double green;'>Contact Us</li></ul></select> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } } @media (min-width: 1200px) { font-size: 18px; }"
"A header containing a blue button with radial-gradient(circle, pink, purple) background that says 'Enter Your Name', followed by a medium text description, with spin.","<header><button style='background-color: linear-gradient(to bottom, blue, green); font-size: 30px; animation: slide-up 2s;'>Login</button><p style='font-size: 30px;'>submit</p></header> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } } transition: background-color 0.4s ease;"
"A medium p with red text, Verdana font, 4px 4px 10px rgba(0, 0, 0, 0.5), and slide-up, displayed as inline-block with space-around, responsive with media queries.","<h1 style='color: purple; font-size: 14px; font-family: Helvetica; box-shadow: none; display: flex; justify-content: space-between; animation: bounce 2s; transition: background-color 0.4s ease;'>Enter Your Name</h1> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } } @media (min-width: 1200px) { font-size: 18px; }"
"A green button with large Verdana text, using flex layout, aligned to the right, with 4px 4px 10px rgba(0, 0, 0, 0.5), slide-up, and a :hover { background-color: #555; color: white; }.","<button style='background-color: purple; font-size: 24px; font-family: Times New Roman; display: grid; text-align: left; box-shadow: 2px 2px 5px rgba(0, 0, 0, 0.3); animation: bounce 2s; transition: transform 0.2s ease-in-out; :hover { transform: scale(1.1); }'>Hello World</button> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } }"
"A yellow box with dashed border, linear-gradient(to right, red, yellow) background, small text centered inside, using grid layout, with :hover { transform: scale(1.1); } and fade-in.","<div style='background: linear-gradient(to right, red, yellow); border: 2px ridge orange; font-size: 14px; text-align: center; display: block; justify-content: flex-start; align-items: center; animation: slide-up 2s; transition: all 0.3s ease; :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }'>Enter Your Name</div> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } }"
"A select containing a list of options with green text, each inside a dotted box, with 0 4px 8px rgba(0, 0, 0, 0.2), bounce, and @media (min-width: 1200px) { font-size: 18px; }.","<h1><ul style='box-shadow: 4px 4px 10px rgba(0, 0, 0, 0.5); animation: fade-in 1.5s;'><li style='color: red; border: 1px groove pink;'>Choose Option</li><li style='color: pink; border: 1px double black;'>Search</li><li style='color: cyan; border: 1px dotted cyan;'>Click Me</li><li style='color: yellow; border: 1px ridge blue;'>Enter Your Name</li><li style='color: red; border: 1px solid pink;'>Sign Up</li></ul></h1> @keyframes slide-up { from { transform: translateY(100%); } to { transform: translateY(0); } } @media (min-width: 1200px) { font-size: 18px; }"
"A red button with large Times New Roman text, using block layout, aligned to the center, with none, bounce, and a :hover { background-color: #555; color: white; }.","<button style='background-color: yellow; font-size: 24px; font-family: Arial; display: none; text-align: center; box-shadow: 2px 2px 5px rgba(0, 0, 0, 0.3); animation: spin 2s; transition: background-color 0.4s ease; :hover { background-color: #555; color: white; }'>Contact Us</button> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } }"
"A blue box with dashed border, linear-gradient(to bottom, blue, green) background, large text centered inside, using block layout, with :hover { background-color: #555; color: white; } and fade-in.","<div style='background: linear-gradient(to right, red, yellow); border: 2px ridge orange; font-size: 16px; text-align: center; display: none; justify-content: space-between; align-items: center; animation: fade-in 2s; transition: background-color 0.4s ease; :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }'>Sign Up</div> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } }"
"A div containing a list of options with pink text, each inside a dotted box, with 2px 2px 5px rgba(0, 0, 0, 0.3), slide-up, and @media (min-width: 600px) and (max-width: 1200px) { font-size: 16px; }.","<select><ul style='box-shadow: 0 4px 8px rgba(0, 0, 0, 0.2); animation: spin 1.5s;'><li style='color: cyan; border: 1px dashed yellow;'>Sign Up</li><li style='color: gray; border: 1px solid gray;'>Login</li><li style='color: orange; border: 1px groove pink;'>Search</li><li style='color: gray; border: 1px solid black;'>Enter Your Name</li><li style='color: yellow; border: 1px dotted blue;'>Sign Up</li></ul></select> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } } @media (max-width: 600px) { font-size: 14px; }"
"A large textarea with blue text, Verdana font, 4px 4px 10px rgba(0, 0, 0, 0.5), and fade-in, displayed as grid with flex-start, responsive with media queries.","<footer style='color: purple; font-size: 14px; font-family: Arial; box-shadow: 2px 2px 5px rgba(0, 0, 0, 0.3); display: none; justify-content: space-around; animation: bounce 2s; transition: background-color 0.4s ease;'>Hello World</footer> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } } @media (min-width: 600px) and (max-width: 1200px) { font-size: 16px; }"
"A yellow box with ridge border, linear-gradient(to right, red, yellow) background, large text centered inside, using inline-block layout, with :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); } and spin.","<div style='background: radial-gradient(circle, pink, purple); border: 2px dotted pink; font-size: 14px; text-align: center; display: none; justify-content: center; align-items: center; animation: slide-up 2s; transition: background-color 0.4s ease; :hover { transform: scale(1.1); }'>Login</div> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } }"
"A pink box with dashed border, linear-gradient(to right, red, yellow) background, small text centered inside, using flex layout, with :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); } and slide-up.","<div style='background: linear-gradient(to bottom, blue, green); border: 2px ridge green; font-size: 20px; text-align: center; display: flex; justify-content: space-between; align-items: center; animation: slide-up 2s; transition: transform 0.2s ease-in-out; :hover { background-color: #555; color: white; }'>Enter Your Name</div> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } }"
"A yellow box with dotted border, linear-gradient(to right, red, yellow) background, small text centered inside, using none layout, with :hover { transform: scale(1.1); } and spin.","<div style='background: radial-gradient(circle, pink, purple); border: 2px double yellow; font-size: 16px; text-align: center; display: inline-block; justify-content: flex-start; align-items: center; animation: bounce 2s; transition: transform 0.2s ease-in-out; :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }'>Search</div> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } }"
"A footer containing a pink button with linear-gradient(to bottom, blue, green) background that says 'Click Me', followed by a small text description, with fade-in.","<select><button style='background-color: linear-gradient(to bottom, blue, green); font-size: 16px; animation: slide-up 2s;'>Login</button><p style='font-size: 16px;'>hello world</p></select> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } } transition: background-color 0.4s ease;"
"A responsive p with a grid layout using template '1fr 2fr', containing items with medium text and :hover { transform: scale(1.1); }.","<header style='display: grid; grid-template-columns: repeat(3, 1fr); gap: 10px; :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }'><li style='color: gray; border: 1px solid white;'>Sign Up</li><li style='color: purple; border: 1px groove purple;'>Choose Option</li><li style='color: orange; border: 1px dotted green;'>Hello World</li><li style='color: cyan; border: 1px solid white;'>Search</li><li style='color: purple; border: 1px double white;'>Enter Your Name</li></header> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } }"
"A responsive div with a grid layout using template 'repeat(2, 1fr)', containing items with medium text and :hover { transform: scale(1.1); }.","<div style='display: grid; grid-template-columns: repeat(2, 1fr); gap: 10px; :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }'><li style='color: cyan; border: 1px dotted blue;'>Click Me</li><li style='color: gray; border: 1px dotted red;'>Login</li><li style='color: pink; border: 1px solid orange;'>Sign Up</li><li style='color: gray; border: 1px ridge cyan;'>Choose Option</li><li style='color: purple; border: 1px solid white;'>Hello World</li></div> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } }"
"A responsive h2 with a grid layout using template 'repeat(2, 1fr)', containing items with large text and :hover { background-color: #555; color: white; }.","<select style='display: grid; grid-template-columns: 1fr 2fr; gap: 10px; :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }'><li style='color: gray; border: 1px solid cyan;'>Sign Up</li><li style='color: cyan; border: 1px solid red;'>Choose Option</li><li style='color: yellow; border: 1px dotted purple;'>Sign Up</li><li style='color: pink; border: 1px dotted yellow;'>Enter Your Name</li><li style='color: green; border: 1px groove purple;'>Choose Option</li></select> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } }"
"A h1 containing a blue button with radial-gradient(circle, pink, purple) background that says 'Submit', followed by a large text description, with spin.","<h1><button style='background-color: linear-gradient(to bottom, blue, green); font-size: 20px; animation: fade-in 2s;'>Hello World</button><p style='font-size: 20px;'>hello world</p></h1> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } } transition: background-color 0.4s ease;"
"A responsive p with a grid layout using template 'repeat(3, 1fr)', containing items with small text and :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }.","<footer style='display: grid; grid-template-columns: 1fr 2fr; gap: 10px; :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }'><li style='color: red; border: 1px groove cyan;'>Sign Up</li><li style='color: black; border: 1px groove orange;'>Login</li><li style='color: purple; border: 1px ridge orange;'>Sign Up</li><li style='color: green; border: 1px dotted orange;'>Enter Your Name</li><li style='color: red; border: 1px dashed green;'>Sign Up</li></footer> @keyframes slide-up { from { transform: translateY(100%); } to { transform: translateY(0); } }"
"A gray box with dashed border, linear-gradient(to bottom, blue, green) background, large text centered inside, using inline-block layout, with :hover { transform: scale(1.1); } and bounce.","<div style='background: linear-gradient(to right, red, yellow); border: 2px solid white; font-size: 16px; text-align: center; display: grid; justify-content: space-between; align-items: center; animation: bounce 2s; transition: background-color 0.4s ease; :hover { background-color: #555; color: white; }'>Login</div> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } }"
"A p containing a white button with linear-gradient(to bottom, blue, green) background that says 'Choose Option', followed by a medium text description, with slide-up.","<span><button style='background-color: linear-gradient(to bottom, blue, green); font-size: 20px; animation: bounce 2s;'>Search</button><p style='font-size: 20px;'>contact us</p></span> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } } transition: all 0.3s ease;"
"A green box with double border, linear-gradient(to right, red, yellow) background, medium text centered inside, using none layout, with :hover { transform: scale(1.1); } and slide-up.","<div style='background: radial-gradient(circle, pink, purple); border: 2px dotted red; font-size: 20px; text-align: center; display: block; justify-content: center; align-items: center; animation: slide-up 2s; transition: background-color 0.4s ease; :hover { transform: scale(1.1); }'>Hello World</div> @keyframes slide-up { from { transform: translateY(100%); } to { transform: translateY(0); } }"
"A responsive input with a grid layout using template '1fr 2fr', containing items with small text and :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }.","<select style='display: grid; grid-template-columns: repeat(2, 1fr); gap: 10px; :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }'><li style='color: purple; border: 1px solid yellow;'>Search</li><li style='color: cyan; border: 1px solid blue;'>Enter Your Name</li><li style='color: pink; border: 1px double pink;'>Submit</li><li style='color: gray; border: 1px double purple;'>Login</li><li style='color: black; border: 1px dashed blue;'>Submit</li></select> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } }"
"A header containing a pink button with linear-gradient(to bottom, blue, green) background that says 'Submit', followed by a small text description, with spin.","<footer><button style='background-color: linear-gradient(to bottom, blue, green); font-size: 16px; animation: spin 2s;'>Contact Us</button><p style='font-size: 16px;'>hello world</p></footer> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } } transition: transform 0.2s ease-in-out;"
"A large header with red text, Georgia font, 2px 2px 5px rgba(0, 0, 0, 0.3), and spin, displayed as flex with flex-start, responsive with media queries.","<h1 style='color: cyan; font-size: 14px; font-family: Verdana; box-shadow: 2px 2px 5px rgba(0, 0, 0, 0.3); display: block; justify-content: flex-end; animation: slide-up 2s; transition: all 0.3s ease;'>Choose Option</h1> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } } @media (min-width: 600px) and (max-width: 1200px) { font-size: 16px; }"
"A white button with medium Georgia text, using inline-block layout, aligned to the center, with 0 4px 8px rgba(0, 0, 0, 0.2), spin, and a :hover { background-color: #555; color: white; }.","<button style='background-color: gray; font-size: 16px; font-family: Verdana; display: none; text-align: right; box-shadow: 0 4px 8px rgba(0, 0, 0, 0.2); animation: bounce 2s; transition: background-color 0.4s ease; :hover { background-color: #555; color: white; }'>Contact Us</button> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } }"
"A div containing a black button with linear-gradient(to right, red, yellow) background that says 'Submit', followed by a medium text description, with spin.","<textarea><button style='background-color: linear-gradient(to bottom, blue, green); font-size: 28px; animation: fade-in 2s;'>Login</button><p style='font-size: 28px;'>login</p></textarea> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } } transition: transform 0.2s ease-in-out;"
"A h2 containing a list of options with blue text, each inside a solid box, with 2px 2px 5px rgba(0, 0, 0, 0.3), spin, and @media (min-width: 600px) and (max-width: 1200px) { font-size: 16px; }.","<button><ul style='box-shadow: 2px 2px 5px rgba(0, 0, 0, 0.3); animation: spin 1.5s;'><li style='color: red; border: 1px groove green;'>Enter Your Name</li><li style='color: pink; border: 1px solid orange;'>Login</li><li style='color: pink; border: 1px solid black;'>Search</li><li style='color: black; border: 1px ridge black;'>Submit</li><li style='color: gray; border: 1px ridge purple;'>Hello World</li></ul></button> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } } @media (max-width: 600px) { font-size: 14px; }"
"A h3 containing a red button with linear-gradient(to right, red, yellow) background that says 'Hello World', followed by a small text description, with slide-up.","<h2><button style='background-color: linear-gradient(to bottom, blue, green); font-size: 12px; animation: bounce 2s;'>Search</button><p style='font-size: 12px;'>click me</p></h2> @keyframes slide-up { from { transform: translateY(100%); } to { transform: translateY(0); } } transition: all 0.3s ease;"
"A h1 containing a black button with radial-gradient(circle, pink, purple) background that says 'Hello World', followed by a small text description, with spin.","<span><button style='background-color: linear-gradient(to bottom, blue, green); font-size: 16px; animation: fade-in 2s;'>Sign Up</button><p style='font-size: 16px;'>submit</p></span> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } } transition: transform 0.2s ease-in-out;"
"A header containing a red button with linear-gradient(to right, red, yellow) background that says 'Hello World', followed by a small text description, with fade-in.","<h2><button style='background-color: linear-gradient(to bottom, blue, green); font-size: 26px; animation: spin 2s;'>Enter Your Name</button><p style='font-size: 26px;'>sign up</p></h2> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } } transition: background-color 0.4s ease;"
"A gray box with ridge border, linear-gradient(to bottom, blue, green) background, small text centered inside, using block layout, with :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); } and spin.","<div style='background: radial-gradient(circle, pink, purple); border: 2px ridge pink; font-size: 20px; text-align: center; display: none; justify-content: flex-start; align-items: center; animation: fade-in 2s; transition: background-color 0.4s ease; :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }'>Click Me</div> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } }"
"A p containing a pink button with linear-gradient(to right, red, yellow) background that says 'Contact Us', followed by a large text description, with bounce.","<select><button style='background-color: linear-gradient(to right, red, yellow); font-size: 14px; animation: bounce 2s;'>Sign Up</button><p style='font-size: 14px;'>choose option</p></select> @keyframes slide-up { from { transform: translateY(100%); } to { transform: translateY(0); } } transition: background-color 0.4s ease;"
"A responsive h3 with a grid layout using template '1fr 2fr', containing items with large text and :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }.",<nav style='display: grid; grid-template-columns: 1fr 2fr; gap: 10px; :hover { background-color: #555; color: white; }'><li style='color: white; border: 1px ridge white;'>Submit</li><li style='color: yellow; border: 1px groove yellow;'>Submit</li><li style='color: pink; border: 1px dotted red;'>Contact Us</li><li style='color: gray; border: 1px solid gray;'>Sign Up</li><li style='color: pink; border: 1px dashed red;'>Click Me</li></nav> @keyframes slide-up { from { transform: translateY(100%); } to { transform: translateY(0); } }
"A responsive h1 with a grid layout using template 'repeat(3, 1fr)', containing items with medium text and :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }.","<span style='display: grid; grid-template-columns: repeat(2, 1fr); gap: 10px; :hover { transform: scale(1.1); }'><li style='color: blue; border: 1px dashed purple;'>Contact Us</li><li style='color: yellow; border: 1px dashed cyan;'>Click Me</li><li style='color: cyan; border: 1px dotted blue;'>Submit</li><li style='color: blue; border: 1px dashed purple;'>Enter Your Name</li><li style='color: purple; border: 1px double black;'>Contact Us</li></span> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } }"
"A small textarea with black text, Helvetica font, 4px 4px 10px rgba(0, 0, 0, 0.5), and bounce, displayed as flex with space-between, responsive with media queries.","<button style='color: red; font-size: 26px; font-family: Times New Roman; box-shadow: 4px 4px 10px rgba(0, 0, 0, 0.5); display: grid; justify-content: space-between; animation: slide-up 2s; transition: background-color 0.4s ease;'>Click Me</button> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } } @media (min-width: 600px) and (max-width: 1200px) { font-size: 16px; }"
"A orange button with medium Times New Roman text, using none layout, aligned to the left, with 4px 4px 10px rgba(0, 0, 0, 0.5), bounce, and a :hover { transform: scale(1.1); }.","<button style='background-color: red; font-size: 20px; font-family: Verdana; display: block; text-align: center; box-shadow: none; animation: bounce 2s; transition: background-color 0.4s ease; :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }'>Click Me</button> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } }"
"A h2 containing a pink button with linear-gradient(to bottom, blue, green) background that says 'Submit', followed by a medium text description, with fade-in.","<header><button style='background-color: radial-gradient(circle, pink, purple); font-size: 20px; animation: fade-in 2s;'>Click Me</button><p style='font-size: 20px;'>click me</p></header> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } } transition: all 0.3s ease;"
"A white button with large Tahoma text, using grid layout, aligned to the center, with 0 4px 8px rgba(0, 0, 0, 0.2), slide-up, and a :hover { background-color: #555; color: white; }.","<button style='background-color: gray; font-size: 14px; font-family: Tahoma; display: inline-block; text-align: center; box-shadow: 2px 2px 5px rgba(0, 0, 0, 0.3); animation: slide-up 2s; transition: background-color 0.4s ease; :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }'>Choose Option</button> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } }"
"A orange box with groove border, radial-gradient(circle, pink, purple) background, large text centered inside, using none layout, with :hover { background-color: #555; color: white; } and fade-in.","<div style='background: linear-gradient(to bottom, blue, green); border: 2px dotted green; font-size: 20px; text-align: center; display: grid; justify-content: space-between; align-items: center; animation: fade-in 2s; transition: transform 0.2s ease-in-out; :hover { background-color: #555; color: white; }'>Enter Your Name</div> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } }"
"A green button with medium Verdana text, using block layout, aligned to the center, with none, fade-in, and a :hover { transform: scale(1.1); }.","<button style='background-color: white; font-size: 20px; font-family: Arial; display: block; text-align: justify; box-shadow: 0 4px 8px rgba(0, 0, 0, 0.2); animation: slide-up 2s; transition: background-color 0.4s ease; :hover { transform: scale(1.1); }'>Sign Up</button> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } }"
"A blue button with large Verdana text, using inline-block layout, aligned to the left, with 0 4px 8px rgba(0, 0, 0, 0.2), slide-up, and a :hover { background-color: #555; color: white; }.","<button style='background-color: gray; font-size: 30px; font-family: Verdana; display: grid; text-align: right; box-shadow: 4px 4px 10px rgba(0, 0, 0, 0.5); animation: spin 2s; transition: transform 0.2s ease-in-out; :hover { transform: scale(1.1); }'>Search</button> @keyframes slide-up { from { transform: translateY(100%); } to { transform: translateY(0); } }"
"A nav containing a blue button with linear-gradient(to bottom, blue, green) background that says 'Hello World', followed by a medium text description, with slide-up.","<span><button style='background-color: linear-gradient(to bottom, blue, green); font-size: 26px; animation: spin 2s;'>Sign Up</button><p style='font-size: 26px;'>login</p></span> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } } transition: transform 0.2s ease-in-out;"
"A responsive header with a grid layout using template '1fr 2fr', containing items with large text and :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }.","<span style='display: grid; grid-template-columns: repeat(2, 1fr); gap: 10px; :hover { transform: scale(1.1); }'><li style='color: purple; border: 1px groove blue;'>Search</li><li style='color: red; border: 1px solid pink;'>Enter Your Name</li><li style='color: black; border: 1px dotted yellow;'>Search</li><li style='color: cyan; border: 1px double black;'>Enter Your Name</li><li style='color: cyan; border: 1px dotted pink;'>Contact Us</li></span> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } }"
"A nav containing a list of options with gray text, each inside a groove box, with 0 4px 8px rgba(0, 0, 0, 0.2), slide-up, and @media (max-width: 600px) { font-size: 14px; }.","<div><ul style='box-shadow: 2px 2px 5px rgba(0, 0, 0, 0.3); animation: bounce 1.5s;'><li style='color: black; border: 1px groove gray;'>Contact Us</li><li style='color: yellow; border: 1px ridge pink;'>Submit</li><li style='color: purple; border: 1px solid yellow;'>Sign Up</li><li style='color: yellow; border: 1px groove purple;'>Enter Your Name</li><li style='color: pink; border: 1px double blue;'>Sign Up</li></ul></div> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } } @media (min-width: 600px) and (max-width: 1200px) { font-size: 16px; }"
"A input containing a list of options with green text, each inside a double box, with none, fade-in, and @media (min-width: 600px) and (max-width: 1200px) { font-size: 16px; }.","<textarea><ul style='box-shadow: 2px 2px 5px rgba(0, 0, 0, 0.3); animation: bounce 1.5s;'><li style='color: cyan; border: 1px double green;'>Choose Option</li><li style='color: green; border: 1px dotted gray;'>Contact Us</li><li style='color: blue; border: 1px ridge black;'>Search</li><li style='color: black; border: 1px groove orange;'>Choose Option</li><li style='color: cyan; border: 1px double cyan;'>Sign Up</li></ul></textarea> @keyframes slide-up { from { transform: translateY(100%); } to { transform: translateY(0); } } @media (min-width: 1200px) { font-size: 18px; }"
"A footer containing a cyan button with linear-gradient(to bottom, blue, green) background that says 'Click Me', followed by a small text description, with spin.","<footer><button style='background-color: linear-gradient(to bottom, blue, green); font-size: 18px; animation: spin 2s;'>Click Me</button><p style='font-size: 18px;'>contact us</p></footer> @keyframes slide-up { from { transform: translateY(100%); } to { transform: translateY(0); } } transition: background-color 0.4s ease;"
"A textarea containing a list of options with pink text, each inside a double box, with 2px 2px 5px rgba(0, 0, 0, 0.3), spin, and @media (max-width: 600px) { font-size: 14px; }.","<h3><ul style='box-shadow: 4px 4px 10px rgba(0, 0, 0, 0.5); animation: fade-in 1.5s;'><li style='color: orange; border: 1px double blue;'>Submit</li><li style='color: white; border: 1px groove black;'>Sign Up</li><li style='color: green; border: 1px ridge gray;'>Submit</li><li style='color: white; border: 1px dotted black;'>Search</li><li style='color: pink; border: 1px groove green;'>Hello World</li></ul></h3> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } } @media (min-width: 600px) and (max-width: 1200px) { font-size: 16px; }"
"A blue box with groove border, linear-gradient(to bottom, blue, green) background, medium text centered inside, using none layout, with :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); } and slide-up.","<div style='background: radial-gradient(circle, pink, purple); border: 2px dashed black; font-size: 28px; text-align: center; display: none; justify-content: space-around; align-items: center; animation: fade-in 2s; transition: all 0.3s ease; :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }'>Enter Your Name</div> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } }"
"A white box with ridge border, linear-gradient(to right, red, yellow) background, large text centered inside, using block layout, with :hover { transform: scale(1.1); } and bounce.","<div style='background: radial-gradient(circle, pink, purple); border: 2px groove green; font-size: 22px; text-align: center; display: inline-block; justify-content: space-around; align-items: center; animation: bounce 2s; transition: all 0.3s ease; :hover { background-color: #555; color: white; }'>Contact Us</div> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } }"
"A responsive footer with a grid layout using template 'repeat(3, 1fr)', containing items with small text and :hover { background-color: #555; color: white; }.","<nav style='display: grid; grid-template-columns: repeat(3, 1fr); gap: 10px; :hover { transform: scale(1.1); }'><li style='color: cyan; border: 1px double green;'>Choose Option</li><li style='color: black; border: 1px ridge red;'>Click Me</li><li style='color: blue; border: 1px ridge gray;'>Search</li><li style='color: pink; border: 1px solid blue;'>Sign Up</li><li style='color: red; border: 1px ridge purple;'>Contact Us</li></nav> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } }"
"A select containing a list of options with gray text, each inside a solid box, with none, bounce, and @media (min-width: 600px) and (max-width: 1200px) { font-size: 16px; }.","<button><ul style='box-shadow: 4px 4px 10px rgba(0, 0, 0, 0.5); animation: bounce 1.5s;'><li style='color: purple; border: 1px double cyan;'>Sign Up</li><li style='color: cyan; border: 1px ridge orange;'>Contact Us</li><li style='color: green; border: 1px dashed pink;'>Contact Us</li><li style='color: green; border: 1px dotted white;'>Search</li><li style='color: white; border: 1px double gray;'>Enter Your Name</li></ul></button> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } } @media (min-width: 600px) and (max-width: 1200px) { font-size: 16px; }"
"A large h1 with yellow text, Tahoma font, 0 4px 8px rgba(0, 0, 0, 0.2), and bounce, displayed as flex with flex-end, responsive with media queries.",<button style='color: yellow; font-size: 20px; font-family: Helvetica; box-shadow: none; display: flex; justify-content: flex-start; animation: fade-in 2s; transition: transform 0.2s ease-in-out;'>Choose Option</button> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } } @media (max-width: 600px) { font-size: 14px; }
